userName,score,at,content
Zakia Ramadhani,1,2022-11-18 08:12:13,"Repot, aplikasinya sering lama, apa lagi kalo di baseman mall atau kantoran suka ga dapet sinyal susah masuknya untuk scan, tolong dong sediakan mode offline, supaya gampang acsess nya masuk mall kalo loby mall di lantai baseman, nyusahin masyarakat kalo begini, kudu pakai sinyal yg kenceng mulu"
Ayas Haris,1,2022-11-18 06:57:09,"Aplikasi payah, pelayann juga payah. Minta barcode d kirim 2 kali aja enggk di kirim. Kalo bikin aplikasi yang bener. Kalo enggk bisa enggk ush di ribetin nih masyarakat"
Stevan N. H.,1,2022-11-18 05:36:56,"Parah. Kendala gak diproses-proses. Tapi, dimana-mana nyuruh wajib scan app peduli lindungi. Gak profesional tim app peduli lindungi nya. Buruk"
Putri Hajar Luklukil Maknunah,5,2022-11-18 03:15:34,eHAC kok tidak muncul di dashbor kenapa ya min ? Padahal sudah di perbarui
jusuf octa,5,2022-11-18 03:12:44,Barusan saya instal app ini di samsung J6 tapi kok tidak bisa terbuka aplikasinya hanya flash 2 kali saja?tolong responnya
Sulistiyono Wuyung,1,2022-11-17 21:28:22,Sering update tapi gak berfungsi.. Di android 12 gak bisa menampilkan sertifikat vaksin hanya layar putih
Dede Yusuf,1,2022-11-17 14:07:17,"Mau check in penambahan anggota kenapa tidak bisa terus, padahal sudah benar semua datanya"
Nian Rakluz,1,2022-11-17 12:45:52,Mohon bantuannya saya mau akses ke akun nggak bisa karena no hp ganti udah saya daftar ulang pake email tetap tidak bisa di karenakan NIK sudah terdaftar..
zopiy 2021,1,2022-11-17 12:10:20,"Bapak, aplikasinya error trus pak, cepat perbaikannya pak"
Rasyad Arif,1,2022-11-17 08:26:47,Saya baru update aplikasi ini..setelah buka aplikasi lagi malah tak ada sertivikat vaksin sama sekali padahal saya sudah booster..gimana nih.
Andeska “Ataya” AS,5,2022-11-17 06:15:15,Aplikasinya bagus. Tapi tolong kenapa ya pas buka app ini yg keluar hy layar putih kosong aja
Christiaan,3,2022-11-17 06:11:50,"ribet ganti tgl bln thn, data ga saling berkait.bisa d bikin lebih mudah ga. atw saya yg blm paham ya.."
Garda Terdepan,1,2022-11-16 18:55:47,saya udah vaksin tapi ga muncul sertifikat di aplikasi nya kata nya 24 jm udah aktip tapi ga muncul muncul malah jadi di persulit
Hikmat Muharom,1,2022-11-16 16:28:51,"Aplikasi bapuk, mau daftar susah banget. Notifnya sesuaikan nama dengan nik ktp. PADAHAL UDAH SESUAI"
Andriyanto,1,2022-11-16 15:59:53,"Saya keluar mau update yg baru, tapi ga bisa login. Padahal ga ganti no, gimana ini min. Saya butuh bantuan karna butuh banget akses pedulilindungi"
IIF Syai,1,2022-11-16 14:56:22,aplikasi sangat buruk error dimana mana bug dimana mana tidak bisa scan barcode padahal jaringan sangat lancar
Asep saryono,1,2022-11-16 12:19:54,Aplikasi apaan nih udah diupdate ke yang terbaru. Mau buka sertifikat v#cksin tapi ennga muncul2
hendra_rahmadani86,1,2022-11-16 07:29:11,"Sudah vaksin bosster tapi sertifikat kok belum muncul2, suruh claim dulu tapi pas masukin data padahal sesuai tanggal vaksin salah terus."
Kukuh Purwo Adi,4,2022-11-16 07:28:43,Saya mau download sertifikat vaksin tapi terkendala nomer hp yang saya daftarkan di aplikasi ini sudah tidak aktif. Tolong ada fitur tambahan terkait hal tersebut.
supri adi,1,2022-11-16 07:26:38,"Aplikasinya kurang canggih, pas mau cari tanggal ke tahun 90an harus berkali kali klik mundur"
XRoms Gaming,1,2022-11-16 06:58:33,Aplikasi kebanyakan bug! Hotline kemenkes jg otp lama dikirim. Perbaiki lah!
Nurul Nabila,1,2022-11-16 06:52:14,Gk jelas saya udah vaksin ke tiga status warna masih kuning padahal sertifikat udah ada tiga2 nya . Udah dua kali komplain bilang nya tunggu sedang diurus tapi masih sama setiap scan barkode selalu gagal udah di uninstall pasang lagi masih sama
Ayu Kartika Sariningtiyas,1,2022-11-16 05:27:20,"Buka sertifikat gak bisa, kok malah jadi layarnya putih"
bety apriyanti,2,2022-11-16 03:19:16,"Sertifikat vakisn tb2 tidak bisa muncul, sudah di update, log out ttp tidak muncul ."
Maria Diana Natalia,1,2022-11-16 03:16:51,saya sudah booster tapi diaplikasi belum muncul sertifikasi booster padahal udh 4*24jam lho
Enty Kristianingrum,2,2022-11-16 02:15:33,Saya sudah vaksin booster tapi di app belum update.. padahal saya sangat butuh sertivikat nya.!!!!
Mariana,1,2022-11-16 01:31:48,"Aplikasi jelek, waktu mau setting tanggal lahir,mentok cuma bisa ubah tahun doang.waktu setting tanggal sama bulan ga bisa digeser."
Khusnul Khoirini,2,2022-11-15 23:25:18,"Saya mau nge cek dimana da vaksin terdekat tapi tidak bisa dilihat layarnya putih semua, padahal saya butuh vaksin booster segera"
Selli Nurul hidayati,1,2022-11-15 16:12:05,Saya tidak bisa cek data saya. Sampai hubungi kemenkes suru ganti no hp. Tp masi tidak bisa
salman fauzi _,3,2022-11-15 14:29:47,"Mohon maaf, kenapa mau instal sertifikat selalu gagal, padahal data sudah valid jaringanpun stabil"
Anugrah Alfarezi,2,2022-11-15 13:53:02,"Perbaruan Data Error. Mau nambah data keluarga tidak bisa, tolong di perbaiki"
Sendy 86,1,2022-11-15 13:45:04,"App nya blm suport buat semua orang soal nya banyak kendala logout sendiri. Tidak bisa. Login. Pendaftaran nya eror. Notif yang gak jelas. Mohon segera diperbaiki min soal nya sekarang rata"" orang sudah vaksin dan banyak pengguna app ini untuk pengecekan hasil vaksin ."
Angga May permana,3,2022-11-15 13:12:53,Coba dong balik lagi kaya dulu gak pake internet atau kuota juga bisa masuk bisa scan barcode 🙏🙏🙏
bumi kotib,4,2022-11-15 09:44:40,"Setelah dibuka untuk cek sertifikat vaksin, tiba-tiba tulisan hilang dari layar Alhamdulillah dapat respon cepat, sekarang sudah bisa dibuka dengan baik....salut"
sivera 07,1,2022-11-15 05:55:45,"Aplikasi kocak, log in berkali"" g dikirim"" OTPnya...pake nunggu 3 jam pula...aplikasi receh kok ribet amat"
Yanita Megan,1,2022-11-15 05:16:34,"Yang katanya apa apa suruh nunjukin sertifikat vaksin.. sertivikat saya gak bisa diinput krn ada salah data, udah lapor dr bulan september, sekarang udah november , heran banget saya yang seluruh rakyat indonesia suruh pake kok penanganan kya gitu aja lama banget!! Sampe mau beli tiket konser aja gak bisaa !!!!! Udah tlp katanya suruh lewat wa.. udah wa dijawabnya proses teruss.... kalo gak sanggup ngurusin bubar aja dehhh ! Ngribetin Mau komplen ig juga disana isi nya komplen semua. Ha"
Agnes Restu,1,2022-11-15 03:33:58,"Akhir² ini aku coba buka aplikasi nya tidak bisa, tulisan nya aplikasi ini tidak menanggapi"
Sinta Khairulan,1,2022-11-15 00:38:25,"gmna yaaa,,sy sdh vaksin tpi kok ngga muncul si sertifikat nyaa.malah layar putih. tolong perbaikan nya yaaa...."
Slamet Ariadi,1,2022-11-15 00:23:55,"App sangat tidak solutif, nomor hp ganti minta ke cs agar diubah, katanya sudah didaftar no hp barunya, tetap saja tidak bisa login, malah disuruh daftar dg no hp baru dan aplikasi menolak katena NIK sudah terdaftar, ..amppuuuun"
Azka Roki,4,2022-11-14 23:17:42,"ukraina sama rusia yg perang aja nggak pake masker ,masa indonesia yg nggak ada masalah masih pake masker..kapan corona berakhir nzing."
pejantan tangguh,1,2022-11-14 22:55:42,"Gak jelas bgt nih aplikasi bikin ribet org, susah bgt buat daftarnya, pdhl nik sama nama dah sesuai."
Katarina Dachi,1,2022-11-14 14:20:31,"Aplikas apaan ini, sudah ngisi daftar diri dgn lengkap benar. Saat klik daftar muncul ""mohon isi kolom dgn benar"" Kalo GK konsisten GK usah di buat aplikasi Spt ini. GK bertanggung jawab bgt"
Noor saputri,4,2022-11-14 13:28:54,"Halo min,ini kok menu ehac gk ada ya?padahal versi yg saya gunakan udh versi paling baru..."
Erin rfn,1,2022-11-14 11:56:48,"masa mau daftar gabisa katanya nik dan namanya tidak sama, terus dicoba terus tapi malah anda sudah 3 kali verivikasi kode, ini gimana ya caranya 🙂"
Panca Ajah,1,2022-11-14 10:37:49,Nama dan NIK sdh sesuai dngn KTP tpi disruh sesuaikan... Padahal sudah vaksin dicoba brulang kali sdh meminta kode Verifikasi lebih dri 3 kali kode Verifikasi blm ad yg masuk sm sekali aplikasi aneh
Riha Datunnuha,1,2022-11-14 09:12:44,Gimana caranya masuk aplikasi sedangkan nomer yg terdaftar sudah tidak dipakai lagi
Darma Wiguna Arla Tanaka,1,2022-11-14 06:26:57,"Maaf,,sya hari ini booster,seharusnya tanggal 2 maret 2022.cuman baru hari ini sya boster dosis 3..tapi kenapa gak ada muncul sertifikat dosis 3 nya ya....???!entah di aplikasi muncul tulisan ""Data nama dan nik tidak sesuai""..padahal sudah sya ulang sambil liat ktp,dan terakhir sya update lg aplikasi malah muncul tulisan ""terlalu banyak percobaan,coba lgi besok"".....yg mau sya tnyakan kenapa bisa seperti itu,..???! Apa alasan nya ""Data belum di input petugas vaksin"",,...???!"
Yasofi,1,2022-11-14 05:46:19,"Sertifikat tidak dapat muncul dilayar, tidak membantu sama sekaliii"
miftahudin mift,3,2022-11-14 04:58:49,Sudah update.. kok malah Ndak muncul sertifikatnya.. semoga tidak ada masalah saat dijalan.. tolong segera diperbaiki
Ainin Arif,4,2022-11-14 03:10:10,"Waktu vaksin pertama bisa download sertifikat dengan mudah, tapi begitu vaksin kedua mau login aja ga bisa, jd was was, gimana nasib sertifikatku yg kedua?"
Ancha Spensif,1,2022-11-14 02:38:56,"pak menkes, anda kalau buat aplikasi pelayanan tolong dilihat, ini aplikasi masih sangat buruk untuk digunakan oleh masyarakat. sulit sekali untuk mengakses data, bugnya dimana-mana. Jika ada Eror human itu sudah tidak ada solusi. salah satu contohnya seperti KTP yang sudah perna digunakan dinomor hp yang hilang/ganti. itu tidak ada solusinya. websitenya eror padahal jaringannya bagus, scannernya juga eror. kita mau cetak sirtifikat didalam apk tidak bisa, tidak tau kenapa, tolong dibenarkan!"
Didin Samsudin,5,2022-11-14 01:55:30,Setelah di perbaharui makin jelek bukan nya makin bagus.malah gak bisa buka sertifikat vaksin...tau gak bisa buka sertifikat vaksin saya tolak pembaharuan nya...
Yadi,1,2022-11-13 23:55:22,Saya tidak bisa melihat sertifikat dan menambahkan anggota! Apakah harus saya unistal saja karna sepertinya tidak bisa digunakan ?! Andai ada Bintang minus lima saya pasti kasih .
Ikbal Najih,1,2022-11-13 18:09:40,Udah instal aplikasi ini pake 2 hp dan ngga bisa buat login muncul tulisan user not found semua. Padahal kalo mau daftar ada muncul tulisan email sudah terdaftar
Anisa Riskina,1,2022-11-13 14:56:22,Udah berkali2 daftar selalu tulisannya nama ama nik g sesuai ktp padahal udah sesuai. Ampas bgt nih aplikasi
ivan hidayat,1,2022-11-13 13:42:11,"1 minggu yang lalu Saya sudah vaksin dosis 2 dan sertifikat belum juga muncul, apakah salah input data atau gimana ? Sudah bela""in vaksin untuk dpt seritifikat dan agar bisa akses kemana"" , eh malah ga muncul sertifikatnya, jujur yg Saya butuhkan cuma Sertifikat bukan alasan kesehatan."
Yuu Deimon,1,2022-11-13 12:26:21,"aplikasi tidak bisa bekerja dengan semestinya, scan tidak bisa malah stuck doang."
pujanur maulida,1,2022-11-13 11:12:00,"Susah masuk padahan sinyal kuat.masuk di menu chat dokter cepat,mungkin karna ada nominalxa kali ya"
red tkadev,3,2022-11-13 11:01:21,"via aplikasi tidak bisa melihat sertifikat vaksin dan hasil test PCR, hanya muncul layar putih. Mohon agar segera di fix, trims"
siti khusnul,1,2022-11-13 09:55:34,Kenapa setiap kali mau masuk tetep gk bisa sudah di coba berulang kali.Nomer NiK sudah betul.nama Sama Tggl lahir juga sudah sesuai .tapi kenapa ttep gk bisa..buruk sekalii
Radi Boy,2,2022-11-13 09:35:52,"Mau klaim sertifikat booster gk bisa bisa. Terus pengisian tanggal lahir sangat memakan waktu, tolong di perbaiki biar bisa ketik langsung gk tgl lahir gk harus geser2. Terimakasih"
Vian Nugraha,4,2022-11-13 08:16:11,"Dimana kolom untuk isi eHac? Di laman utama aplikasi Peduli Lindungi saya kok tidak ada fiture eHac? Padahal sudah versi terbaru, tidak bisa diperbarui lagi"
Ferdi aja,1,2022-11-13 07:59:25,sinkronisasi data yang lelet sudah vaksin tetapi status di app peduli lindungi masih tetap
titin dwiyanti,1,2022-11-13 07:43:05,Sudah ganti nomor sudah tlp call center sudah konfirmasi lewat wa tetap saja lama proses nya saya tidak bisa masuk.
Sempol Deso,1,2022-11-13 05:46:58,"Ini kenapa sih , mau daftar aja di persulit di bagian nama sama nik, padahal sudah sesuai tapi tetep ada tulisan "" sesuaikan nama dan nik dengan KTP"" lah udah sama semua terus gimana? Malah ga bisa bisa. Nyusahin malahan"
Mbah Pir,1,2022-11-13 05:44:51,"Sudah daftar lengkap dengan email malah gabisa "" user not found "" 👎🏻"
Bestari binti Yuliasto,4,2022-11-13 05:42:30,"Saya klik unduh di sertifikat vaksin, dibilang berhasil unduh. Saya cari di memori hp, tapi tidak ketemu file unduhannya. Dan mohon diberi pilihan untuk simpan file di memory external. Terima kasih."
Caca Luh,1,2022-11-13 03:11:40,"Saya udah coba berkali2 daftar peduli lindungi tapi gabisa, dikatakan NAMA DAN NIK KTP TIDAK SESUAI, padahal mata saya sampe melotot nyamain dan itu 100% SAMA. Tolong dong dipermudah, saya kerja harus cek in pakai ini!!!"
muhammad wahono,5,2022-11-13 03:06:48,"Bagus se, tpi kox ndak ada untuk soal pengaduan ya, lah sy uda vaksin booster tpi sertifikat vaksin booster ndak bisa di undu, di coba trs suru besok lagi, trs sy coba besoknya disuruh coba besok lagi. Emosi lah lama2."
Ataya Novareztafairuz,1,2022-11-13 00:47:48,"Gagal daftar teruss gara"" nik dan Nama tidak sesuai.padahal nama dan nik nya udh benerr.hadehh"
Untung Jumadi,5,2022-11-12 17:45:46,Nmr&hp sy hilang terus mengaktifkan Nmr lg dah download aplikasi nyaSy blm bisa msk Daftar ulang nya susah padahal pake Nmr Hp sewaktu vaksin
Shandyta Damara,1,2022-11-12 12:53:43,"Udah booster tapi di aplikasi masih belum ke data, udah cek di website juga masih belum kedata.. Gimana dah!!"
Januar Firmansyah,1,2022-11-12 10:32:46,Aplikasi gk jelas minta di update kok malah gk bisa buka sertifikatnya 🤦
Agustinus Murtano,1,2022-11-12 08:41:20,"aplikasi error, mulai banyak bug ,dikasih layar putih aja, tiap x masuk mall harus download ulang, padahal sinyal saya bagus,hp juga sudah 5G, malu atuh min ,ketahan dipintu mall ,padahl sudah update terbaru juga ttp yg muncul layar putih 🤨,tolong diperbaikin min SEGERAH"
Elisabet Laura,1,2022-11-12 05:42:11,"apa ya, sy sdh vaksin yg ketiga dari bulan juli kok smpe skrg gaada sertifnya, kecewa sy gegara ini doang gabisa main keluar kota wkwk"
Ukun Sa,3,2022-11-12 02:26:56,"Adanya aplikasi ini karena ada hub nya dgn pemerintah, tp knp buat tgl nya kok gk bisa di ketik, knp harusnya nyari dulu, itu malah makan waktu, tolong di perbaiki lg dalam tgl tahun nya, saya minta untuk di ketik aja, jgn nyari dulu. Ada kesalahan dikit balik lg nyari tahun tgl dan bulan. Kan malah ribet"
Jamilahvin Jamilahvin,2,2022-11-11 16:24:47,"ma'af saya mau minta solusinya ya kak,Saya download aplikasi ini dan Saya udah mengisi lah setelah mau masukin surat vaksin kok yg mlh ada tulisan WNA ,Saya Kan orang Indonesia, ini gimana ya mohon penjelasanya terima kasih ."
Prasetyo Deny,1,2022-11-11 15:08:01,"Aplikasi gak bermanfaat,, mau masuk daftar kok gak bisa gara gara daftar tidak valid?? Benerin dulu aplikasi gak bermutu ini.. !!!"
Mikels,1,2022-11-11 13:29:27,"Kok gak bisa buat akun ya?, Apakah aplikasi ini error atau apa nih, masukin nik sama nama lengkap udh sama / sesuai ktp tapi keterangan nya menjelaskan bahwa ""nik dan nama lengkap harus sama"" gmna tuh jdinya"
inkwell 88,1,2022-11-11 12:20:46,"Aplikasi apaan ini, register atau log in aja dg keterangan nama dan nik tidak sesuai..apaalaah kualitas apk /webnya..sangat buruuk"
Nunie Dhiraa,1,2022-11-11 09:32:39,Gmn sih ko gk bsa login ya klo kebandara gmn in repot yg ad 🤦🏼‍♀️
Eko Suharsono,1,2022-11-11 08:38:02,"Selalu user not found, padahal no hp sudah terdaftar. Gimana ini???"
Angelina Octavianti Putri,2,2022-11-11 07:26:08,"Saya gak bisa liat jadwal vaksin 3 saya, jadi setiap hanya muncul tampilan warna putih saja. Ini bagaimana padahal sudah saya update tetap tidak bisa!!"
OJENK audio,2,2022-11-11 06:18:18,"Knp saya gak bisa login nama nik udah terdaftar,muncul user not found"
adrian putra,1,2022-11-11 05:36:55,Klau bisa gak ngasih bintang.. Ini aplikasi gak jelas banget udah jelas nomor telepon uda terverifikasi tp gak bisa login.... Maksudnya bagaimana itu Teknisi tolong di perbaiki aplikasi nya yang ngaco gak jelas banget... Saya login berkali-kali tetap gak bisa... Sampai kirim email apa keluhan nya apa yang di jawab....... Gak bermutu aplikasi peduli lindungi cuma bikin kesal
DJ NGEVLOG,5,2022-11-11 04:42:36,"App cek kesehatan cepat, *Terima kasih atas perbaikan bahasa Indonesia* nya"
mencari berkah,1,2022-11-11 01:58:22,"Kenapa crash terus ya di hp saya? Kmrn"" tdk masalah. Sekarang malah tdk bisa dibuka. Kl dibuka, hilang sendiri alias tdk bisa kebuka aplikasinya. Kenapa ya?"
Calon YouTubers,1,2022-11-11 00:41:56,Kenapa selalu gak bisa ni daftar????. Padahal nik udah benar saya masukkan. Selalu minta yg sesuai dengan nik nya. Tolong lah min perbaiki lg sistem nya. Gmn saya mau liat status vaksin saya kalo kayak gini
El Fahreza,2,2022-11-10 23:49:39,Bagai mana ini saya mau melakukan penerbangan tapi waktu mau masuk user not found pas mau daftar ada tulisan muncul nik sudah terdaftar waktu mau login user not found terus saya jadi bingung pedahal mau terbang
Suhar Tatik,1,2022-11-10 22:19:01,Waktu mau daftar selalu beralasan sesuaikan nama dan NIK.. sesuaikan sama apa?? Sesuaikan sama pengeluaran atau apa.. yg jelas di input sesuai KTP tetep suruh sesuaikan.. dasar gak guna..
Tanesha Yosevin,1,2022-11-10 15:33:59,"Di profil saya sudah masukan nik dan nama saya sesuai ktp tapi kenapa terus ada notif ""sesuaikan nik dan nama dengan ktp""? Padahal yg ditulis sudah benar. Kalau begini saya gak bisa scan barcode"
Rizal Afriandi,1,2022-11-10 14:49:04,"Gajelas gabisa buka sertifikat yang keluar cuma putih, padahal lagi butuh banget"
Dea Anisa,1,2022-11-10 13:01:48,"Masih terlalu banyak bug padahal sudah update. Contohnya, pas kita mau buka sertifikat vaksin malah blank page warna putih doang. Tolong diperbaiki!!!"
Retno Indah,5,2022-11-10 12:50:43,Terimakasih sudah dibantu dan operatornya sangat membantu sekali .. Menjawab semua pertanyaan dengan sangat baik .. 🙏
Idad Rachmat,1,2022-11-10 06:06:29,Jelek kali apk nya ilang gak bisa lihat sertificat vaksin eror terus bukan sikali ini berkali-kali dan berhari-hari gak bisa kebuka sertifikatnya ini berdasarkan pengalaman dan saya alami sekian dan terima kasih
Julypratama Julypratama,1,2022-11-10 06:02:12,"Ini aplikasinya bagaimana kok tidak bisa di gunakan semua dari NIK & NAMA sudah sesuai dengan yg di KTP tapi masih saja tidak bisa selalu saja tertulis SESUAIKAN NAMA DAN NIK anda, tolong dong min benerin ni aplikasi, saya yang lagi ada di luar negeri cuman gara² aplikasi ini tidak bisa di gunakan masa iya saya tidak bisa pulang ke negara sendiri!! #tolong_benerin"
