"","klasifikasi","score","text"
"825","Negatif",-1,"aplikasi   mempersulit   ber kali kali masuk  no hp  email       kesalahan  coba install ulang msih  coba  hp         keluarga  vaksin dosis     dibuka aplikasinya jdi   bukti   vaksin dosis      vaksin booster jdi dipersulit"
"826","Netral",0,"  update  nggak   pakai  mulu nggak  scan qr masuk profile langsung   update    kemunduran "
"827","Netral",0," buka aplikasi tgl  pembaharuan   klik pembaharuan    dibuka dibuka masuk  setting   memasukan no hp email  dimasukan nomor hp  putar putar melulu   buka  "
"828","Netral",0,"astaghfirullah  liat sertifikat vaksin susahnya  main suruh login      masuk  email no hp terdaftar  gak  masuk aplikasinya kebanyakan loading gak   kaya kepemerintahan indo  emosi    butuhkan benci banget  pemerintah indonesia"
"829","Negatif",-2," dibutuhkan    loadingnya login ulang gagal gimana  kemenkes "
"830","Negatif",-2,"  masuk akun  gak  udah berkalikali dicoba  kesalahan   udah  login  coba daftar ulang  udah mengirim kali kode verifikasi  aneh  gimana"
"831","Positif",2,"gabisa masuk   uninstall reinstall restart hp login  web   dilakuin  tetep gabisa masuk"
"832","Positif",1,"  dibuka loadingnya     berhasil terbuka aplikasinya   masuk  sub menu   berat   no respon tolong  kerja  serius   gabutnya  aplikasi   aja ga becus  mempermudah  mempersulit"
"833","Negatif",-1,"rusak  update   masuk  lihat sertifikas    isi email"
"834","Negatif",-1,"program aplikasinya mengalami gangguan logintolong  ditangani     login  jam  "
"835","Negatif",-1,"aplikasi   bagus   yg  dibenahi tp anehnya aplikasi  berusaha monopoli  seiring pulihnya   covid  aplikasi  ga  dipake "
"836","Negatif",-2,"abis  update   parah gak  scan kode login  liat sertifikat vaksin  gak    situs  aplikasi  mah kalo update  bener aplikasinya      penggunanya tolong  fix setelahnya  susah kerja  "
"837","Negatif",-1,"aplikasi nya   d buka daftar  gagal trus  kuota banyakpayah"
"838","Negatif",-1," crushing skrg  isinya time out melulu ga bs akses pdhal  bagus  update lgsg rusak"
"839","Negatif",-3,"udah berkali kali uninstal tetep ga  masuk ya  aplikasi nya tolong  perbaiki sistem nya repot kalo gini ga  scan barcode  login  kesalahan "
"840","Netral",0,"akun     aplikasidan  login ulangno hp  email udah   masuk     kesalahantolonglah perbaiki   menyusahkan penggunakami  yg repot"
"841","Negatif",-1,"hedeh    bagus   ribet aplikasinya udah loading nya   liat sertifikat vaksin   ngisi data dll padahl  versi  udah ngisi pas  daftar aplikasi pemerintah emg ga  yg bener"
"842","Negatif",-1,"aplikasi nya knapa ga  masuk akun ya  sdah masukkan email"
"843","Positif",3,"buruk   cek d aplikasi  tdk bs trs uninstall  update  coba masuk sesuai petunjuk  tdk  jwb  kesalahan pdhl no  email sdh sesuai tdk berubah bnr aplikasi buruk "
"844","Negatif",-1," login ga  pergerakan   udah klik pake nomor telpon pakai email tetep aja  halaman menu utama login memori  mash longgar banget wkwkwk"
"845","Positif",1,"mohon izin  pemilik  pengelola aplikasi pedulilindungimohon  perbaiki  aplikasi nya    masuk  pedulilindungi   tulisan  kesalahan  tolong ya perbaiki  terima kasih semoga langsung  respon  perbaikan nya"
"846","Positif",1,"aplikasi   update   login    akun  no telfon  email    masuk   login  kode otp kode otp  dimasukkan kemana kode otp  dimasukkan kemana   tempatnya aplikasi  "
"847","Negatif",-2," perbaharui aplikasinya tpi  riwayat vaksin    hilang  sy bingun sndri  hp sy yg rusak  aplikasinya  bermasalah"
"848","Negatif",-2,"aplikasinya jelek  nga update sy sdh booster tp statusnya  kuning aplikasi yg   berguna pemerintah buang anggaran  ntk  aplikasi "
"849","Negatif",-1,"cetak kartu vaksin     tgl vaksin  vaksinasinya   ya update   "
"850","Negatif",-2,"  gak  ya masuk pas masuk   pemberitahuan  login ulang pas login ulang udah masuk    pemberitahuan    si  bingung ga  dipake "
"851","Netral",0,"aplikasi    daftar login masuk   pemberitahuan sesi   habis mohon login ulang  menerus   lihat hasil vaksinasi dosis     terbuka buruk"
"852","Netral",0,"  daftar  pas login  notif sesi habis silakan login     coba  login ulang    notif    solusi nya "
"853","Negatif",-3," udah daftar udh tinggal pakai  pemberitahuan  halaman   sesi   habis silahkan  log in ulang  ya tolong  diperbaiki"
"854","Negatif",-2,"  sesi   habis  sih gajelas logind berkali kali  aja tetep sesi   habis silahkan logind ulang"
"855","Positif",1,"benerin dl kekurangannya  sy kasi bintang  cek sertifikat  stack layar putih"
"856","Positif",1,"gimana  ngecek klw  masuk login    menit aj tolonglah selagi  butuhkan     "
"857","Negatif",-3,"  login  muncul tulisan sesi   habis silahkan login ulang  diulang login  muncul   tolong solusinya "
"858","Negatif",-3,"abis download daftar   info sesi login habis silakan login ulang  abis coba ulang   info yg  coba smp lbh dr x diinfokan sulakan coba jam lg ga  aplikasi yg lbh simple lbh  dr  ya  jd nyusahin yaa"
"859","Netral",0," bagus aplikasi nya    daftar nggak  klaim  tgl lahir klw  cari  bangetmohon  perubahannya"
"860","Netral",0,"  yaudh  daftar tp gk  log insllu muncul sesi   berakhirlog in ulangudah log  mncul  ituudh  hapus unduh lg  gk bisajd gmna "
"861","Positif",1,"aplikasi kont bikin emosimasa  login  sesi habis suruh login ulang kyk gitu lg keluarnya klo ga niat bikin aplikasi gosah bikin"
"862","Netral",0,"  berhasil login  muncul pesan pemberitahuan sesi   habis mohon login ulang   aplikasi  difungsikan   berfungsi  sesi  habis    login piye to min dev mohon dibantu"
"863","Positif",1," aja karna    buka aplikasinyatiap q buka slalu memasukan kode pin  g  langsg buka    masuk"
"864","Negatif",-2,"    login  login     situ tulisan nya sesianda habis silahkan login  sampe bikin duakali  pake email  pake nomor tolong gimana solusinya ya"
"865","Negatif",-3," login  tulisan sesi habis harap login   login ulang      ya"
"866","Netral",0,"aplikasi gak   buka  tulisan sesi   habis silakan coba  "
"867","Negatif",-2," pas cek seetifikat muncul   ndak   keterangan   sertifikat vaksin bagaiamana   cetak sertifikat  sperti  please tolong perbaiki datanya  rakyat susah   ribet ngurus administrasi"
"868","Negatif",-3,"pemberitahuan sesi   habis mohon login ulang maaf   ya kali login ttep  tulisan kaya   update  udah tolong  knp ya "
"869","Negatif",-1,"ko kaga  masuk yah slalu  tulisan sesi   habis tolong login ulang  udah login  kali  daftar lgiuninstal  instal lgi   kali tpi ko tetep  aja yah knpa yah"
"870","Positif",1,"  perjalan pesawat trs  pakai aplikasi   daftar   ter isi dg   sayang gak  log in tertulis sesi habis  solusi gak  gak  solusi mending gak  bikin aplikasi  "
"871","Positif",1,"aplikasi bermasalah    install  lengkapi isian dll  login berhasil  detik berhasil login langsung muncul popup session   habis silahkan login ulang mutar  kayak gitu mohon  atasi  solusi terbaiknya terima kasih"
"872","Positif",1,"  tambahkan anggota mama  aplikasi peduli lindungi      data  sesuai  datanya      tambahkan  adik     mohon diperhatikan"
"873","Negatif",-2,"gajelas  login sesi   habis  suruh login ulang mulu gw udah login ulang mulu woi berkalikalilebih  berskala yg  suruh"
"874","Positif",2,"stuck  sesi      bgitu butuh banget nih surat vaksinnya  kerja tolong secepatnya  tanggal   kerjaa   hapus kali  download   aja sesi    tolong responnya"
"875","Netral",0,"aplikasi   bolak  masuk   tulisannya sesi  habis tolong diperbaiki menyusahkan    kemana  sulit"
"876","Netral",0," aplikasi peduli lindungi login  muncul sesi   habis kali  hapus download  peduli lindungi kli coba  sesi   habis   login"
"877","Negatif",-1,"bang   nggak  masuk  menunya ya abis registrasi pas  masuk  menu   tulisan sesi   selesai mohon petunjuknya"
"878","Negatif",-1,"tolong  perbaiki   berulang kali mencoba login     sesi habis    ulang login "
"879","Negatif",-2,"klo  log inad tulisan sesi   habissilahkan log in ulang"
"880","Negatif",-1,"aplikasi   buruk  masuk   ngapangapain udah  pemberitahuan sesi   habis mohon login ulang"
"881","Netral",0,"   login   login muncul sesi   "
"882","Positif",1," masuk  aplikasi  nggk  ya pdhal udh masuk lngsung  suruh daftar ulng trus gk  ngescane jdinya   uninstal aja"
"883","Positif",1,"  habis daftar  masuk     sesi  habis tolong  perbaiki kak"
"884","Negatif",-3,"  log in  kehabisan  berulang kali otp  kehabisan   mohon diperbaiki aplikasinya     aplikasi     berpergian  kapal  pesawat mohon kerja samanya terimakasih"
"885","Positif",1,"  yasetiap  masuk  sesi   habisbahkan  menunggu      masuk masukini  bermasalah hp   aplikasinya"
"886","Netral",0,"aplikasinya tolong  perbaiki   sdh log in  pemberitahuan sesi   habis "
"887","Netral",0,"jarang dibuka apk nya   pas buka  log out   nyoba masuk  tulisan nya sesi  habis  "
"888","Netral",0,"gabisa login sesi habis  gimana  udah coba uninstall  install  ttep aja gabisa login"
"889","Positif",1,"bagus   dgn mudah   perjalanan  masuk mol kereta dg check in"
"890","Positif",1,"   aplikasi  bagus  respon nya  cepatpas cek sertifikat vaksin lancar jaya raya  sentosa hehe"
"891","Negatif",-1," buruk  membuka sertifikat vaksin    kukira hp  yg    aplikasi nya  udah nyoba  hp   "
"892","Negatif",-1," diperbaharui aplikasi peduli lindungi  login  susah kode otp nya ga muncul"
"893","Netral",0," login sidah habis   login berkali  gak  jugaa"
"894","Negatif",-1," gimana   buka sertif vaksin white screen mulu ga  load load  udah update  macem   dibutuhin buru buru   aja tingkahnya aplikasi"
"895","Positif",1," bagus  aplikasi peduli lindungi  bermanfaat   urusan   orang yg suka perjalanan  praktis "
"896","Netral",0,"apk  sekalinya login  muncul  habis  ngga   "
"897","Positif",2,"aplikasi goblog  mesti  koneksi internet  bagus biar  dibuka ngga mikir  gimana ngga  orang hidup  kota   jaringannya bagus"
"898","Negatif",-1,"min tambahin fitur widget biar kalo  scan barcode tinggal klik widget pedulilindungi  gak ribet buka apk dlu"
"899","Positif",4,"  bagus  tolong dikurangi pembaruan   menyulitkan  barcode  update    cepat masuk "
"900","Negatif",-2,"  update     jelek   lemot kalo  buka aplikasinya"
"901","Netral",0,"     instal aplikasi    scan  aplikasi gojek grab mytelkomsel     download  instal aplikasi  semoga  menambah berat hp  ram "
"902","Netral",0,"tiket vaksin         booster    menyianyiakan kuota vaksin     daftar nya tuh susah lo  rebutan  cepat    udh ngantri  banget "
"903","Negatif",-1,"maaf ya  aplikasi     scan selalau gagal    absensi tolong  perbaiki "
"904","Negatif",-2,"aplikasi nya parah  gk  scen barcode  scen barcode   chek in     gak  tulisan chek out nya"
"905","Negatif",-1,"aplikasi terburuk sistem nya amburadulsudah   faksin sertifikat  keluartiap    bilangnya  tangani tim terkaitsudah   tangani  nya"
"906","Netral",0,"sertifikat  tiket vaksin yg didownload  muncul  file hp tolong diperbaiki"
"907","Positif",1,"  pembaruan  penyimpanan penuh tolong dikoreksi"
"908","Negatif",-2,"aplikasi  oke cuman  pemilihan fasker terdekat langsung   klik  langsung  maps tujuan   ngetik   maps"
"909","Negatif",-1,"tolonglah  perbaiki sulit   ketik tanggal lahir  klaim sertifikat vaksin    ketik manual  pilih kalender buruk"
"910","Positif",1," tolong  betulin aplikasinya  udah berkali kirim otp datangnya telat pas  habis pas muncul  diinput gak  log in tolong diadakan pemeliharaan berkala  susah banget  masuk  aplikasi "
"911","Netral",0," kesini  ngasal aplikasinya  update trus giliran  update  gak  dibuka mempersulit  yg  mobile"
"912","Positif",1," pembaruan klo tdk diperbarui gk   buka  kecewa"
"913","Negatif",-2,"  error  susah  log in mudah yg aplikasi pedulilindungi  kali  jd  ribet  klaim sertifikat"
"914","Positif",3,"akhirnyq instqll ulqng bbrp kali    normal  terima kasih sdh  jwb via email dr  apps   ksh bintang  semoga lancar   normal smp strsnya"
"915","Negatif",-4,"  apk nya udah rusak banget susah  isi data sertifikasi vaksin  ya udah jelek bangett  membantu  mempersulit   pake gk kayak gini   serumit  pake alesan komputer nya  apalah apalah ribet bangett udah seminggu kayak gitu gk  kemajuan bangett  harap percepat perbaikannya karna  butuh download sertifikat vaksin tolong  mempersulit     udah dipersulit  kenaikan bbm  sembako "
"916","Netral",0," update   update  logout gk  log in  nomor hp email yg  terdaftar  terpaksa coba daftar ulang   kode verifikasi gk masuk     whatsapp atao sms tq"
"917","Positif",2," membantu    keluarga    memproteksi  keluarga   perjalanan  keamanan   manapun   terima kasih   crew aplikasi pedulilindungi"
"918","Netral",0,"sertifikat booster   blm    peduli lindungi  udah booster  tgl agustus    tgl september  sertifikatnya blm "
"919","Netral",0,"sertifikat  yg   do  sistem   do alhasil vaksin  yg  tdk   entry pdhal  wkt   keperluan   sdh  laporan  sdh   blm  tindakan perbaikansy    rugikan  persyaratan wajib memiliki sertifikat vaksin covid  "
"920","Positif",1,"bagus banget aplikasi nya rutin  update   buka aplikasinya eeeh   update    menu   buka  kagak    playstore   buka hebat nih team nya  bikin orang cepet stres pertahankan ya"
"921","Positif",1," update mulusekarang  ga  masuk  aplikasisering eror cing tolong diperbaiki ribet  masuk mall pake  klo eror gak  masuk   kirim barang  mall"
"922","Negatif",-1," cek sertifikat aja ga  chat  whatsapp resmi diarahkan  website trus  fungsinya  aplikasi "
"923","Negatif",-1,"nomer nik  nama lengkap udah sesuai ktp pas  pencet daptar ga  masuk  tulisan masukan no nik  nama lengkap sesuai ktp kaya gitu  ga  nih apk  nik  nama udah sesuai ktp"
"924","Negatif",-3," gagal  check   keterangan   vaksin booster     vaksin   warnanya  berubah  hijau  keterangan  vaksin    aplikasinya  sertifikat vaksinnya   aplikasi sdh diupdate  uninstall  reinstall  aja gagal jelek banget sih menyusahkan"
"925","Negatif",-2,"aplikasi cacat  ga sih pemerintah tuh bikin aplikasi yg mudah  cerdas susah banget ngisi tanggal lahir bikin sakit jiwa aja ngisinya ga bs manual  mundurin stiap  nya bikin kesal"
"926","Positif",2,"aplikasi     berguna  kali masuk   dri aplikasi sampek berkali masuk        sampek kesel"
"927","Negatif",-2," aplikasi   pakek ngk tolong    claim sertifikat faksin   smpi skrang gk  capca salah    tolong    pergi kluar negri  gagal gara gara aplikasi "
"928","Negatif",-3," udah update  versi   ga  log in  akses gps udah  open tp ga kluar  menu  akses gps eror trus   update   sebulan ato  lgsg  update aplikasi ga  efek "
"929","Positif",1,"aplikasi  bs diklik  diklik  dr menu trus diuninstal instal masuk lg jg  bs instal"
"930","Positif",1,"aplikasinya  bagus ya  tolong tambahkan tema gelaphitam   smartphone   lawas      tolong perbaiki bugbug nya  tambahkan fitur yg mempermudah masyarakat  dukungan  android terimakasih"
"931","Negatif",-1,"aplikasi gk  buka sertifikasi aja kga bsa hp sya pdhal tingkat bgus wifi bgus buka aja gk muncul  butuhin susah dh gtu kdang gk bsa ngebuka aplkasi ny gk  tolong perbaiki  apk sngt dibbutuhkan  kmn mlah error"
"932","Negatif",-2,"aplikasi merugikan rakyat ham   rampas  aplikasi  vaksin gotong royong   vaksin booster gratis ga   sertifikatnya kemana  ga  gara gara aplikasi "
"933","Negatif",-1,"aplikasinya jelek banget susah   buka tambahin  server biar   akses  juta wni"
"934","Negatif",-2,"udh nyedot batre  notif nempel trs sekalinya  progam vaksin  daerah  ga  info   pkknya yg muncul trsan cm restart hp   notif  menghilang  skrng  login ga bs cm mentok  persyaratan  kebijakan priv  belom booster    sertifikat nya"
"935","Negatif",-2,"aplikasi   login  lambat   menyulitkan  menyesal"
"936","Negatif",-1,"install dihari minggu  langsung dibuka  sorenya sampe  udah  nge close   aplikasi    memory    banyaak   ya  aplikasi ko gituu aneh"
"937","Positif",2,"kasih bintang segini   kalo         semenjak  versi    hapus data dahalu   digunain  "
"938","Negatif",-1," mendaftar  rumit tulis tanggal  mencari kalender yg   halamannyamengapa  dirancang yg simpeladmin"
"939","Negatif",-1,"  update versi  bug always force closed  android teratasi nice"
"940","Netral",0,"    pakai  aplikasi   minggu kemarin      gak  buka tolong diperbaiki  aplikasinya    scan "
"941","Positif",3,"aplikasi bagus  membantu banget cs nya ramah banget  fast respon semoga data aplikasi    kebocoran      pln indihome  "
"942","Netral",0,"mntap  pembaruan  aplikasi   buka   normal   langsung      selesai login apk    buka"
"943","Negatif",-2,"    check in  apk   pake langsung error  instal ulang    instal ulang nunggu kode mohon  diperbaiki kadang hp  gabisa instal krn memori penuh udah gak  yg  dihapus "
"944","Negatif",-5," udah vaksin booster tp ga muncul  aplikasinya   pake nik    smepet ganti nik  ngurus  aplikasi udh    ga  kabar   ga  masuk sekolah   kuning vaksin ga   aplikasi"
"945","Positif",1," donlod melengkapi data dh selesai pas  trs masuk  ehh  aplikasinya   gak  dibuka"
"946","Negatif",-3,"   buka aplikasi nya   buka         teman teman     download ulang   itupun    buka  nya erorrr menghambat pekerjaan  mobilitas"
"947","Negatif",-1,"  selesai  download      ditutup aplikasinya   dibuka  aplikasi   merespon    coba    dibuka  aplikasinya berlaku  "
"948","Negatif",-1,"aplikasinya  berulah  klik aplikasinya ngak masuk   menu lg jdi susah  scan barcode uninstall dlu      scan   uninstall iya klo  hati  internet klo ngak gimana  mempersulit manusia  ngak sih"
"949","Netral",0," membantudalam perjalanan   kadang suka berhenti    dibuka   dowload ulang lagimohon diperbaiki  kelancaran "
"950","Negatif",-2,"bangssat  aplikasi   cacat kebelet onlen   it devloper nya masuk nya pake orang  ga becus kerjanya aplikasi   berhenti     pecat  it devloper nya"
"951","Positif",1," buka aplikasi stuck  halaman  berulang kali restart tetep   stelah  install  sertificate vaksin hilang  mohon  bantuterima kasih"
"952","Negatif",-4," ga bs kebuka sdh  uninstal trus  instal lg tp msh ga bs  bukalg hrs nya da ga  lg app nya    negri  msk pusat belanja n kmn  da ga pk indo aja mshtp bloon app nya"
"953","Negatif",-1,"asli nih apk   kemana tp suka bermasalah gmn sih  udh antigen tp  akun pedulilindungi  ga adatolong lahhh perbaikan apknya bermasalah mulu jd ribetttt woyyy"
"954","Positif",2,"knp gak   unduh pdhl  bilang berhasil tp   cek  gak   galeri hp  masuk   sertifikat booster "
"955","Positif",1,"akun   dr apktrs pas masuk  gabisa nomor  email salah  udh  terdaftar pas coba uninstall coba daftar ulang nik   gak sesuailah gimana dah  apk gak  bikin repot  masuk kmn jd ngulur "
"956","Netral",0," aplikasi kenpa sih   registrasi  aja nggak   udah ngecilin hurufmenstujui perizinan aplikasi  aja nggak  emang aplikasi nggak  gunanya"
"957","Positif",1,"    aplikasi peduli lindungi       dipakai  aplikasi   dipakai  masuk   layanan   diperhatikan  dibenahi sistem"
"958","Negatif",-3,"  nanya  apk pedulilindungi syaa    buka    tuh   pergi  kereta  buka playstore  nggak     update memori   nggak kepenuhan tuh gimana sih tolong bantu "
"959","Positif",1," jarang terbuka  update  lemot tolong ditingkatkan krn  aplikasi     pandemi  sekarng"
"960","Positif",2," knp  g  masuk  aplnya  pencet aplnya  langsung  trus bisanya dibuka  playstore  suruh  akun lgi kode verifikasi nya  munculnya  dikasih  mnt tpi mnt  kodenya  masuk"
"961","Negatif",-1,"aplikasi   dibuka   kali  ditutup   dibuka force close  loading screen  coba hapus memori  data    force close  menerus solusinya bgmn ya"
"962","Negatif",-2," diupdate  ga  masuk  apk nya eror  koneksi internet  lancar jaya busuk nih apk  diupdate aplikasi ngebug mulu  mengganggu"
"963","Positif",1," herantapi  mendarah dagingasudahlah  buang   tenagakalau  bintang minus pengen banget ngasih sepuasnyadi tunggu ya updatenya input data    submit    stuck  jalan  "
"964","Positif",1,"paman  vaksin kali  gak da yg masuk  aplikasi miliknya   klaim    halaman utama  capek ngetik tgl lahir  bayangin  udah nyamoe captcha gagal  udah update mohon diperbaiki sistemnya beliau jdi gak  liat etiket vaksin ketiga"
"965","Positif",3,"aplikasi  not responding   blank putih  mengakses sertifikat vaksin     update terbaru  compatible  vivo mohon diperbaiki  terima kasih"
"966","Positif",2,"  susah banget  updatemau buka aplikasi   hhhh    masuk  lihatbuka sertifikat vaksin   muncul   sinyal nya bagus tolong  perbaiki doong   bikin susah"
"967","Negatif",-1,"stuck dihalaman   reatart aplikasi  kali  masuk  halaman utama menghambat mobilitas aplikasi penghambat kinerja penghambat mobilitas klo  dijadikan standard yg  perbaiki bug bug yg kerap muncul"
"968","Positif",1," aplikasi lemot bgt sih   pas  masuk apk langsung   pdhl jaringan bagus   restart berkalikali tetep aja    pengisian data   tanggal lahir  eror   tersimpan    mengikuti panduan   pengisian  lahir tolong   simple  tangan  ngga capek ngeklik ikon  nyari  lahir  saran  tanggal lahir diketik  biar ngga ribet  ngga  error"
"969","Netral",0,"data sy  aplikasi yg   hilang  sdh vaksin  sdh  sertifikat  hilang  riwayat singgah  sdh tdk   org yg blum vaksin booster  sdh  setifikatnyahehe gmn keakuratan datanya  bahan main   peduli   melindungi"
"970","Negatif",-2,"aplikasinya   download sertifikat vaksin  rumit  ngisi  biodata apalagii pas ngisi menu tanggal lahir ituu   diketik manual haruss nyari     lahirnya  an  nyari  ujung ujungnya pas nyampek  an aplikasinya not responding ujung ujungnya nge close         diperbaiki  sih  menu nya  yg  simple biar orang  udah tua  gak kesusahan ngakses"
"971","Positif",1," login   dikirim verifikasi kode digit via email  masuk aplikasi peduli lindungi  dimasukkan kode nya  muncul pesan  layar username is not allowed to be empty tolong  respon admin    kayak gini "
"972","Negatif",-1," buruk  melelahkan  pilihan tgl lahir  sulit mengisinya krn   digeser   mnj  baiknya langsung isi manual spy cepat "
"973","Negatif",-2,"  anehnya   dipersulit tanggal disetel manualharus  perbaiki    klaim segalaapakah perly     isi capcah  gabisakarna tombol verify nya ilang bagusan  dulusebelum update"
"974","Negatif",-1,"sebenernya bagus ya  tracking  cek tingkat resiko covid   daerah      bagus kalo ditambahin fitur kirim keluhan sejenisnya   orang mendapati data  sertifikat vaksin salah  kebingungan mencari  membenarkan data "
"975","Negatif",-1,"membantu   bentuk perjalanan sayangnya  kali login seringkali errorlambat responlag pengalaman      login pilihan masingmasing sub menu  berat  aplikasi   tanda signal jaringan  handphone   posisi penuh"
"976","Negatif",-3,"awalny bikin sy bingung  aplikasinya hilang tp  sy acak acak buka   ketemusoalnya beda isi aplikasinya sprt  yg langsung kotaknyamungkin pengaruh usiaku jg yg cpt bingung   perubahan sedikitmarah dehmohon maaf"
"977","Positif",1,"data nik berubah  berbeda  nik asli  booster    sertifikatnya  tetangga  booster   sertifikat boosternya tolong   ditingkatkan  updating data   akurat terimakasih"
"978","Negatif",-3,"aplikasi parah banget   perbaruisertifikat vaksin  dosis  semuaterus email  nomer telpon ga ter daftargak  costumer service nya  ga   hubungi tolong  perbaiki dongakses   gedung gedung  terbatas  warna kuning "
"979","Positif",1,"aplikasinya  kesini  aneh suka eror     scandiriwayat akun ngga  bukti hasil scan tolong  ditingkatkan   aplikasi     bgt  urusan kerja"
"980","Negatif",-2,"  update  parah  aplikasi ga   buka force close perbaiki  cepat gawat   ga  masuk gedung ga  kerja gue  kirim via email keluhannya  balasan yg   minimal android  hp versi android udah "
"981","Negatif",-2,"   vaksin   kali   chekin by aplikasi    masuk indikator kuning   demgan peduli lindungi  kali vaksin terapi  aplikasi  terdeteksi  ga   pedulilindungi komplain  respon  buruk pelayanan"
"982","Netral",0,"  siswa   vaksin  otomatis data nya  terinput    klaim sertifikat    menulis tanggal  jenis vaksin nya karna  otomatis  input    memiliki aplikasi peduli lindungi    persulit   kartu vaksin manual"
"983","Positif",1," ni app maunya gmna login pake no hp kode otp gak masuk login pake email user not found coba klik daftar  udah terdampar ehh terdaftar trus kudu piye iki jal edit tambahan app  website  gak  login saran klo sekedar  cek sertifikat vaksin disediakan fitur pencarian  nik aja   login klo kendalanya  diatas gak  login ni app gk     nunjukin sertifikat   gak  gercep  ceritaku "
"984","Negatif",-3,"melanjutkan   kmrnsy   perubahan nmr ktp atu tlp  hany  update  perubahan data tp  diupdate sertifikat anak  yg  hilang   sayapunya lengkap semuajadi   gmn "
"985","Negatif",-1,"kadang lancar kadang ngelag  posisi outdoor  stasiun bandara lobby teras its ok lancar  posisi indoor lobby basement lobby floor aduhai bikin urusan kerja diperlambat gegara apk    ribut  antrian   ga bs checkin pake apk   kalo loadingkeren deh lemotnya"
"986","Negatif",-1,"data sertifikat vaksinasi  ga   apps  klaim data  klaim  masukin tanggal vaksinasi  ga inget tanggal vaksinasi   ga inget taruh sertifikatnya aslinya dimana   pikir sertifikatnya    apps  aplikasi useless fitur utamanya  sih sebenerna  yg  download  gampang bawa sertifikat vaksinasi yg asli kecuali  yg   kunjungi maksa  ngescan"
"987","Negatif",-3,"   buka pedulilindunginya  hr muncul tulisan  keterangan tertulis pedulilindungi  berhenti info aplikasi tutup aplikasi kirim masukan  muncul tulisan   detik   ya"
"988","Negatif",-2,"  cacat   bug   buka peduli lindungi  login akun ulang   akses gps nya ribet banget  dinyalakan  dibaca   gps"
"989","Negatif",-4,"hmmmmjd    udah update ya   masuk mall  pake scan scan tuh ehhhmalah gak  kayak gak  scan gitu dr aplikasinya  udah diupdate  posisi kamera udah pas gps  udh disetel tipe androidnya    dr batas ketentuan yg  aplikasinya jd tuh ya kagak  scan aplikasi pedulilindungi punyaku bingung heh   kali errornya"
"990","Netral",0,"aplikasi crash   uninstall   install ulang  login  nomor telepon ngga bisabisa  muncul phonecountrycode is not allowed  aplikasi    pakai  akses masuk pabrik"
"991","Negatif",-1," apk diupdate      apk login dibilang  terdaftar   pilih opsi daftar dibilangnya kode negara ga  kosong  kode negara  tertulis otomatis   gagal masuk apk  hadeuh  banget errornya nih apk"
"992","Negatif",-1," kesal  aplikasinya  butuh sertifikatnya cepat    muncul   salah tanggal lahir   perbaiki   chaptcha nya salah   update    pemberitahuan    percobaan   besok   besoknya gitu    besok     tolong  developer perbaiki reviews nya   rendah     pikir   perbaiki maaf  ulasannya"
"993","Netral",0,"tolong  perbaiki apk nya  rubah data tgl lahir  digeser     kelahiran nya umpama   gimanacoba   mode ketik     selesai klaim sertifikat   haduuuuhhhkesel bener tolong  perhatikan"
"994","Negatif",-4,"tolong dooong aplikasinya diperbaiki    kekurangan tuh yg   lihat ser tipikat skrg susah bertele  milih  lahir aja  hitung mundur buang   membutuhkan apk   tolong diperbaiki biar praktis modern  canggih"
"995","Negatif",-4,"aplikasi memaksa updatepas   buka masuk    yg  memakan wktu buru  ga  giliran  apus download ulang  ga  loading  trs gmnh  solusi nya segara  atasi"
"996","Positif",2,"tolong   perbaruan      perbaruan  perbaruan     diperbaiki langsung      pop up notif utk perbaruan  mengganggu   diperbarui tdk   buka perbaruan        minggu terima kasih"
"997","Negatif",-4,"aplikasinya  buruk  loadngnya  verifikasi  robotnya   ulang trus   klaim sertifikat blg namanya salah      update trus   kesini  buruk"
"998","Negatif",-4,"aplikasi  trouble  tambahan petugas   salah input data  sertifikat  muncul aplikasinya  ga  ngurus sertifikat    respon responnya lambat  ribet kirim foto berkali kali  chatbot   nyusahin doang bikin ribet"
"999","Positif",2," saran   kesempatan  pengguna  skip update kali  pengguna  update apps     mall sembari jalan  mall   kali skip update   closed  aplikasinya   update  buka aplikasi peduli lindungi   pintu masuk mall kantor   antrian tetiba  update aplikasi pas buka aplikasi   pintu masuk  menyebabkan kemacetan  mohon dipertimbangkan   ok ok aja sih"
"1000","Negatif",-1,"apknya  membantu   klaim sertifikat vaksin    chaptanya menganggu  jaringan aman apknya   suruh update  giliran udah  update  senakin parah lag  dll  chaptanya ga    website      disdukcapil suruh  emailwa  email   tanggapan gimana   website gabisa  butuh sertifikat vaksin"
